facility_id,facility_name,source_dataset,facility_type_main,facility_type_sub,sigungu,dong,address,lat,lon,phone,homepage,operation_hours,closed_days,indoor_outdoor,fee_free_yn,parking_available_yn,nursing_room_yn,stroller_rental_yn,kids_zone_yn,age_target,theme_play_yn,theme_edu_yn,theme_nature_yn
,쇼비티,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 동숭길 127,37.58329492,127.0030573,02-319-9877,http://www.showbt.co.kr/,,공연별 상이,,N,,N,N,N,공연별 상이,,,
,쇼팽의집,유아동반문화시설,문화시설,전시/공연,광진구,구의동,서울특별시 광진구 천호대로 709-9,37.54925683,127.0935675,02-453-1380,,,,,N,,N,N,Y,연령제한없음,,,
,수락산공원서울유아숲체험현장,유아동반문화시설,문화시설,문화관광/명소,노원구,상계동,서울특별시 노원구 덕릉로145길 105,37.68332766,127.0901676,02-2116-0545,,,,,N,,N,N,Y,연령제한없음,,,
,숙명여자대학교문신미술관,유아동반문화시설,문화시설,전시/공연,용산구,청파동3가,서울특별시 용산구 청파로47길 99,37.54383249,126.9654584,02-2077-7052,http://www.sookmyung.ac.kr/moonshin/index.do,,"주말, 공휴일, 창학기념일 5월 22일",,N,,N,N,Y,연령제한없음,,,
,숙명여자대학교박물관,유아동반문화시설,문화시설,전시/공연,용산구,청파동3가,서울특별시 용산구 청파로47길 99,37.54383249,126.9654584,02-710-9134,https://www.sookmyung.ac.kr/sites/museumintro/index.do,,"주말, 공휴일, 숙명여대 창학기념일(5월 22일)",,N,,N,N,Y,연령제한없음,,,
,순위아트홀,유아동반문화시설,문화시설,전시/공연,서초구,서초동,서울특별시 서초구 강남대로 439,37.50154346,127.0253666,070-8857-4084,,,,,N,,N,N,Y,연령제한없음,,,
,숨프로젝트,유아동반문화시설,문화시설,전시/공연,강남구,논현동,서울특별시 강남구 언주로126길 13,37.51373319,127.0365646,02-585-5022,http://suumproject.com/,,,,N,,N,N,Y,연령제한없음,,,
,숭실대학교한국기독교박물관,유아동반문화시설,문화시설,전시/공연,동작구,상도동,서울특별시 동작구 상도로 369,37.49642897,126.9551579,02-820-0752,museum.ssu.ac.kr,,주말,,N,,N,N,Y,연령제한없음,,,
,숭인공원서울유아숲체험현장,유아동반문화시설,문화시설,문화관광/명소,종로구,동숭동,,37.58075788,127.0075602,0507-1409-4152,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,숭인공원유아숲체험장,유아동반문화시설,문화시설,문화관광/명소,종로구,숭인동,서울특별시 종로구 동망산길 124,37.57863452,127.018207,0507-1409-4152,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,숭인근린공원,유아동반문화시설,문화시설,전시/공연,종로구,숭인동,서울특별시 종로구 동망산길 150,37.5759268,127.017503,02-2148-4152,http://parks.seoul.go.kr/parks/detailView.do?pIdx=1376,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,쉼박물관,유아동반문화시설,문화시설,전시/공연,종로구,홍지동,서울특별시 종로구 세검정로 209-17,37.59950369,126.955678,02-396-9277,http://www.shuim.org/,,월요일,,Y,,N,N,Y,연령제한없음,,,
,쉼표,유아동반문화시설,문화시설,전시/공연,종로구,이화동,서울특별시 종로구 이화장길 58,37.57789549,127.0046323,0507-1306-9110,,,주말,,Y,,N,N,Y,공연별 상이,,,
,슈퍼맨아트홀,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 양화로 64,37.55030958,126.915803,02-6393-5037,https://cafe.naver.com/supermankbs,,,,N,,N,N,Y,연령제한없음,,,
,슈피겐홀,유아동반문화시설,문화시설,전시/공연,강남구,삼성동,서울특별시 강남구 봉은사로 446,37.51136781,127.0485167,02-6713-6410,https://festiver.co/,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,스마트서울전시관,유아동반문화시설,문화시설,전시/공연,중구,명동,서울특별시 중구 세종대로 110,37.56631742,126.9778292,02-2133-7874,https://smart.seoul.go.kr/exb/exb_view.do,,"1월 1일, 명절, 마지막 주 일요일",,N,,Y,Y,Y,연령제한없음,,,
,스위트팩토리,유아동반문화시설,문화시설,전시/공연,영등포구,양평2동,서울특별시 영등포구 양평로21길 10,37.53742313,126.8927918,02-2670-6396,https://www.lotteconf.co.kr/prcenter/noticeboard/10145?page=1&searchType2=Y,,"일요일, 공휴일",,N,,N,N,Y,연령제한없음,,,
,스카이씨어터,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로8가길 52,37.58298283,127.0026493,070-4106-8889,https://sherlockhuman.modoo.at/,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,스타갤러리,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 도산대로 335,37.52339385,127.0385173,02-511-0878,http://www.stargallery.co.kr/,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,스타비스코리아,유아동반문화시설,문화시설,전시/공연,강남구,삼성동,서울특별시 강남구 삼성로 533,37.50948764,127.0547877,02-780-1040,https://staviskorea.modoo.at/,,,,N,,N,N,N,연령제한없음,,,
,스튜디오블루,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로8가길 80,37.58247727,127.003268,0507-1328-9207,,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,스튜디오아미띠에,유아동반문화시설,문화시설,전시/공연,강서구,마곡동,서울특별시 강서구 공항대로 209,37.55975275,126.8308894,,https://studioamitie.modoo.at/,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,스튜디오SK소극장,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 성균관로 15-10,37.58390229,126.9971181,0507-1440-3339,https://studiosk.modoo.at/,,월요일-목요일,,Y,,N,N,Y,연령제한없음,,,
,스트라디움,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 이태원로 251,37.53729898,127.0004632,02-3019-7500,https://www.stradeum.com/,,월요일,,Y,,N,N,Y,연령제한없음,,,
,스페이스 씨,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 언주로 827,37.52407043,127.0328115,02-547-9177,http://www.spacec.co.kr/,,"주말, 월요일, 1월 1일, 명절",,Y,,N,N,Y,연령제한없음,,,
,스페이스207,유아동반문화시설,문화시설,전시/공연,서초구,신원동,서울특별시 서초구 청계산로 207,37.44701293,127.0566669,02-577-5207,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,스페이스22,유아동반문화시설,문화시설,전시/공연,강남구,역삼동,서울특별시 강남구 강남대로 390,37.49783995,127.0285789,02-3469-0822,http://www.space22.co.kr/,,"월요일, 공휴일",,N,,N,N,Y,연령제한없음,,,
,스페이스브릭,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 잔다리로 31,37.55120202,126.9196887,0507-1420-3951,https://www.spacebrickkorea.com/,,"공연, 대관별 상이",,Y,,N,N,Y,"공연, 대관별 상이",,,
,스페이스신선,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 이태원로 256,37.53736772,127.0012746,02-793-7400,,,월요일,,N,,N,N,Y,연령제한없음,,,
,스페이스오뉴월,유아동반문화시설,문화시설,전시/공연,성북구,성북동,서울특별시 성북구 선잠로 12-5,37.59442555,126.9994203,070-4401-6741,http://www.onewwall.com/,,"일요일, 월요일, 공휴일",,N,,N,N,Y,연령제한없음,,,
,스페이스이끼,유아동반문화시설,문화시설,전시/공연,성북구,성북동,,37.59230596,126.9918702,0507-1374-0407,http://www.obscura.or.kr,,월요일,,Y,,N,N,Y,연령제한없음,,,
,스페이스캔,유아동반문화시설,문화시설,전시/공연,성북구,성북동,서울특별시 성북구 선잠로2길 12,37.59489839,126.9994504,02-766-7606,http://www.can-foundation.org/,,일요일,,N,,N,N,Y,연령제한없음,,,
,스페이스K,유아동반문화시설,문화시설,전시/공연,강서구,마곡동,서울특별시 강서구 마곡중앙8로 32,37.56109293,126.8309747,02-3665-8918,https://www.spacek.co.kr/index.do,,월요일,,Y,,N,N,Y,연령제한없음,,,
,승설재,유아동반문화시설,문화시설,전시/공연,종로구,가회동,서울특별시 종로구 북촌로7길 3-4,37.58008904,126.9846191,02-741-5766,https://chayi.modoo.at/?link=pj3we00y,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,시립목동청소년센터,유아동반문화시설,문화시설,전시/공연,양천구,목동,서울특별시 양천구 목동서로 143,37.53071939,126.8754986,02-2642-1318,www.wawa.or.kr,,전화문의,,N,,N,N,Y,연령제한없음,,,
,시몬느핸드백박물관,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 가로수길 17,37.51903912,127.022964,02-3444-0912,http://www.simonehandbagmuseum.co.kr/visiting.php,,월요일,,N,,N,N,Y,연령제한없음,,,
,시온아트홀,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로8가길 52,37.58298283,127.0026493,070-8719-9106,http://www.sionarthall.com/,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,식민지역사박물관,유아동반문화시설,문화시설,전시/공연,용산구,청파동,서울특별시 용산구 청파로47다길 27,37.54578472,126.9668363,02-2139-0427,http://historymuseum.or.kr/,,"월요일, 1월 1일, 명절 연휴, 노동자의 날",,Y,,N,Y,Y,연령제한없음,,,
,신당창작아케이드,유아동반문화시설,문화시설,전시/공연,중구,황학동,서울특별시 중구 퇴계로85길 지하 56,37.5670201,127.0196494,02-2232-8833,,,,,N,,N,N,Y,연령제한없음,,,
,신문박물관PRESSEUM,유아동반문화시설,문화시설,전시/공연,종로구,종로1.2.3.4가동,서울특별시 종로구 세종대로 152,37.56986776,126.9776571,02-2020-1880,http://presseum.or.kr/,,"월요일, 1월 1일, 명절, 봄, 가을 정기휴관 (3월, 9월 첫째 주 화~일요일)",,Y,,N,N,Y,연령제한없음,,,
,신사공원서울유아숲체험현장,유아동반문화시설,문화시설,문화관광/명소,은평구,신사동,,37.59304305,126.9094835,02-351-8004,,,,,N,,N,N,Y,연령제한없음,,,
,신연아트홀,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 동숭길 143,37.58326484,127.0024386,02-3676-0282,,,,,N,,N,N,N,문의,,,
,신영체임버홀,유아동반문화시설,문화시설,전시/공연,영등포구,여의도동,서울특별시 영등포구 국제금융로8길 16,37.52129732,126.9288848,02-541-3184,https://shinyoungchamberhall.modoo.at/,,연중무휴,,Y,,N,Y,Y,연령제한없음,,,
,신정산우렁바위유아숲체험원,유아동반문화시설,문화시설,문화관광/명소,양천구,신정동,서울특별시 양천구 중앙로 153,37.51052362,126.8570483,02-2620-3575,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,신촌문화발전소,유아동반문화시설,문화시설,전시/공연,서대문구,창천동,서울특별시 서대문구 연세로2나길 57,37.55796298,126.9397551,02-330-4393,http://scas.or.kr,,월요일,,N,,N,N,Y,연령제한없음,,,
,신한류플러스,유아동반문화시설,문화시설,전시/공연,마포구,합정동,서울특별시 마포구 월드컵로1길 14,37.5500498,126.9120613,02-338-3366,,,연중무휴,,Y,,N,N,N,연령제한없음,,,
,신한아트홀,유아동반문화시설,문화시설,전시/공연,강남구,논현동,서울특별시 강남구 언주로 716,37.51766928,127.0358227,02-2151-7699,,,연중무휴,,N,,N,N,Y,공연별 상이,,,
,신한PLAY스퀘어,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 양화로 45,37.5515008,126.9139502,1644-2961,http://www.shinhanplaysquare.com/,,프로그램별 상이,,N,,N,N,Y,프로그램별 상이,,,
,신한PLAY스퀘어드림홀,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 양화로 45,37.5515008,126.9139502,1644-2961,http://www.shinhanplaysquare.com/,,프로그램별 상이,,Y,,N,N,Y,프로그램별 상이,,,
,신한PLAY스퀘어라이브홀,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 양화로 45,37.5515008,126.9139502,1644-2961,www.shinhanplaysquare.com,,연중무휴,,N,,N,N,Y,공연별 상이,,,
,실험누리과학관,유아동반문화시설,문화시설,전시/공연,강남구,대치동,서울특별시 강남구 도곡로 408,37.49662252,127.0552332,02-552-3166,http://www.hlsi.co.kr,,월요일,,Y,,N,N,Y,연령제한없음,,,
,심산아트홀,유아동반문화시설,문화시설,전시/공연,서초구,반포동,서울특별시 서초구 사평대로 55,37.49885315,126.9905157,02-3477-2862,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,심여화랑,유아동반문화시설,문화시설,전시/공연,종로구,사간동,서울특별시 종로구 율곡로1길 40-3,37.57763896,126.9809203,02-739-7517,http://www.simyogallery.com/,,월요일,,N,,N,N,Y,연령제한없음,,,
,쌀박물관,유아동반문화시설,문화시설,전시/공연,중구,소공동,서울특별시 중구 새문안로 16,37.56649912,126.9685556,02-2080-5681,http://www.agrimuseum.or.kr/index.htm,,"월요일, 1월 1일, 연휴, 근로자의 날, 공휴일",,N,,N,N,Y,연령제한없음,,,
,쌈지길,유아동반문화시설,문화시설,전시/공연,종로구,관훈동,서울특별시 종로구 인사동길 44,37.57426477,126.9848766,02-736-0088,https://search.naver.com/p/crd/rd?m=1&px=200&py=619&sx=200&sy=619&p=hwmbWwprvN8ssvPsYEdssssstvK-269825&q=%EC%8C%88%EC%A7%80%EA%B8%B8&ie=utf8&rev=1&ssc=tab.nx.all&f=nexearch&w=nexearch&s=6R%2Fc3hpReSJz6SW6O0ZICw%3D%3D&time=1661486786581&abt=%5B%7B%22eid%22%3A%22SBR1%22%2C%22vid%22%3A%22351%22%7D%5D&a=nmb_att*1.site&r=&i=&u=http%3A%2F%2Fm.smartstore.naver.com%2Fssamzigil&cr=1,,가게별 상이,,N,,N,N,Y,연령제한없음,,,
,쌍문공원서울유아숲체험현장,유아동반문화시설,문화시설,문화관광/명소,도봉구,쌍문동,,37.65298213,127.0299907,02-2091-3756,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,썬시스템,유아동반문화시설,문화시설,전시/공연,송파구,문정동,서울특별시 송파구 법원로8길 7,37.48418577,127.1213642,02-557-7323,,,,,N,,N,N,Y,연령제한없음,,,
,썬앤문전용관,유아동반문화시설,문화시설,전시/공연,중구,정동,서울특별시 중구 정동길 3,37.56817327,126.9699761,02-769-4779,,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,썸컴퍼니앤광태소극장,유아동반문화시설,문화시설,전시/공연,관악구,대학동,서울특별시 관악구 호암로22길 51,37.46878628,126.9356302,,http://www.somcompany.com/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,쎄듀컬쳐센터,유아동반문화시설,문화시설,전시/공연,강남구,역삼동,서울특별시 강남구 논현로 305,37.49275968,127.0404142,0507-1401-4764,https://ceduculture.modoo.at/,,전화문의,,Y,,N,N,Y,연령제한없음,,,
,씨씨오씨,유아동반문화시설,문화시설,전시/공연,금천구,가산동,서울특별시 금천구 가산디지털2로 70,37.47470668,126.8823416,02-837-6611,https://www.ccoc.co.kr/,,전시별 상이,,N,,N,N,N,연령제한없음,,,
,씨어터조이,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 이화장길 78,37.5786826,127.0046425,0507-1312-6314,http://allmagic.co.kr/,,연중무휴,,Y,,N,N,Y,문의,,,
,씨어터쿰,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 창경궁로 253-7,37.58442274,126.9995285,0507-1416-0030,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,씽크타운,유아동반문화시설,문화시설,전시/공연,서초구,반포동,서울특별시 서초구 신반포로 176,37.50393518,127.002413,02-6282-5777,,,,,N,,N,N,Y,연령제한없음,,,
,아난티클럽,유아동반문화시설,문화시설,전시/공연,강남구,청담동,서울특별시 강남구 도산대로59길 31,37.5258888,127.0422697,02-516-3774,https://ananti.kr/ko,,,,Y,,N,N,Y,연령제한없음,,,
,아라리오갤러리,유아동반문화시설,문화시설,전시/공연,종로구,원서동,서울특별시 종로구 율곡로 85,37.57787249,126.9885092,02-541-5701,http://www.arariogallery.com/,,"일요일, 월요일",,N,,N,N,Y,연령제한없음,,,
,아라리오뮤지엄인스페이스,유아동반문화시설,문화시설,전시/공연,종로구,원서동,서울특별시 종로구 율곡로 83,37.5777622,126.9883576,02-736-5700,http://www.arariomuseum.org/main.php,,월요일,,Y,,N,N,Y,연령제한없음,,,
,아라아트,유아동반문화시설,문화시설,전시/공연,종로구,견지동,서울특별시 종로구 인사동9길 26,37.57342884,126.9836293,02-733-1981,http://www.araart.co.kr,,"전시별 상이(홈페이지 참조), 1월 1일, 명절(변동시 추후 공지)",,Y,,N,N,Y,연령제한없음,,,
,아르코미술관,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 동숭길 3,37.58050229,127.0032562,02-760-4850,https://www.arko.or.kr/artcenter/,,"월요일, 1월 1일, 명절 당일",,N,,Y,N,Y,연령제한없음,,,
,아르코예술극장,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로8길 7,37.58118552,127.0029999,02-3668-0007,http://theater.arko.or.kr/home/main,,월요일,,N,,Y,N,Y,공연별 상이,,,
,아름지기,유아동반문화시설,문화시설,전시/공연,종로구,통의동,서울특별시 종로구 효자로 19,37.57777193,126.9737671,02-741-8373,,,공연별 상이,,N,,N,N,Y,공연별 상이,,,
,아리랑작은전시관,유아동반문화시설,문화시설,전시/공연,종로구,인사동,서울특별시 종로구 인사동길 19-7,37.57232508,126.9861048,02-723-7311,,,,,Y,,N,N,Y,연령제한없음,,,
,아모레퍼시픽미술관,유아동반문화시설,문화시설,전시/공연,용산구,한강로동,서울특별시 용산구 한강대로 100,37.52879118,126.9686736,02-6040-2345,https://apma.amorepacific.com/,,"월요일, 홈페이지 참조",,Y,,Y,Y,Y,연령제한없음,,,
,아스가르드씨어터,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 동숭길 140,37.58367047,127.0025639,0507-1318-6014,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,아시아고아트홀,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 언주로153길 17-2,37.52220936,127.0316663,02-3448-8668,http://www.asiagoarthall.com/,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,아시아호텔아트페어,유아동반문화시설,문화시설,전시/공연,중구,명동,서울특별시 중구 소공로 46,37.5594119,126.9832199,02-741-6320,http://www.hotelartfair.kr/,,일요일,,N,,N,N,Y,연령제한없음,,,
,아신갤러리,유아동반문화시설,문화시설,전시/공연,종로구,가회동,서울특별시 종로구 북촌로 45-1,37.58093636,126.9848676,031-775-8266,https://asingallery.modoo.at/,,월요일,,N,,N,N,Y,연령제한없음,,,
,아이이코리아,유아동반문화시설,문화시설,전시/공연,도봉구,방학동,서울특별시 도봉구 방학로6길 12,37.66350006,127.0373884,070-8253-4987,,,,,N,,N,N,Y,연령제한없음,,,
,아차산유아숲체험장,유아동반문화시설,문화시설,문화관광/명소,광진구,중곡동,서울특별시 광진구 긴고랑로 213,37.56241086,127.0956798,02-450-1655,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,아쿠아플라넷 63,유아동반문화시설,문화시설,문화관광/명소,영등포구,여의도동,서울특별시 영등포구 63로 50,37.51966416,126.9399093,1833-7001,,,연중무휴,,Y,,Y,Y,Y,연령제한없음,,,
,아터테인,유아동반문화시설,문화시설,전시/공연,서대문구,연희동,서울특별시 서대문구 홍연길 32,37.57531238,126.9287745,02-6160-8445,http://www.artertain.com/,,"일요일, 월요일",,N,,N,N,Y,연령제한없음,,,
,아트로,유아동반문화시설,문화시설,전시/공연,영등포구,여의도동,서울특별시 영등포구 국회대로76길 16,37.53028936,126.9219692,02-2029-3111,https://www.kensington.co.kr/hyd/sub_facilities/detail?idx=146&type=,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,아트사이드,유아동반문화시설,문화시설,전시/공연,종로구,통의동,서울특별시 종로구 자하문로6길 15,37.57826837,126.972946,02-725-1020,https://artside.org/,,"일요일, 월요일",,N,,N,N,Y,전시별 상이,,,
,아트선재센터,유아동반문화시설,문화시설,전시/공연,종로구,소격동,서울특별시 종로구 율곡로3길 87,37.57946353,126.9818392,02-733-8949,artsonje.org,,"월요일, 1월 1일, 명절",,Y,,N,N,Y,연령제한없음,,,
,아트센터나비,유아동반문화시설,문화시설,전시/공연,종로구,서린동,서울특별시 종로구 종로 26,37.56969128,126.9803038,02-2121-1031,http://www.nabi.or.kr/,,주말,,N,,N,N,Y,연령제한없음,,,
,아트센터이다,유아동반문화시설,문화시설,전시/공연,서초구,서초동,,37.4810863,127.0152452,02-730-4368,,,연중무휴,,Y,,Y,Y,Y,연령제한없음,,,
,아트스페이스그로브,유아동반문화시설,문화시설,전시/공연,강북구,번동,서울특별시 강북구 도봉로82길 10-5,37.63542815,127.0241806,02-322-3216,,,"월요일, 공휴일",,N,,N,N,Y,연령제한없음,,,
,아트스페이스H,유아동반문화시설,문화시설,전시/공연,성북구,성북동,서울특별시 성북구 성북로 49,37.59205529,127.0024099,02-766-5000,https://www.artspaceh.com/,,월요일,,N,,N,N,Y,연령제한없음,,,
,아트에디션,유아동반문화시설,문화시설,전시/공연,강남구,대치동,서울특별시 강남구 남부순환로 3104,37.49567866,127.071912,02-521-9613,http://www.artedition.kr/artedition/,,주말,,N,,Y,N,Y,연령제한없음,,,
,아트원씨어터1관,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로12길 83,37.58026828,127.0040068,02-762-0010,,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,아트원씨어터2관,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로12길 83,37.58026828,127.0040068,02-762-0010,,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,아트원씨어터3관,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로12길 83,37.58026828,127.0040068,02-762-0010,https://ko.foursquare.com/v/%EC%95%84%ED%8A%B8%EC%9B%90%EC%94%A8%EC%96%B4%ED%84%B0/4b80b4bcf964a5205c8730e3,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,아트파크,유아동반문화시설,문화시설,전시/공연,종로구,팔판동,서울특별시 종로구 삼청로7길 25,37.58375987,126.9804238,02-733-8500,http://www.iartpark.com/,,일요일,,N,,N,N,Y,연령제한없음,,,
,아트포레스트,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로12길 22,37.58249115,127.0030956,02-3672-0900,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,아트홀봄,유아동반문화시설,문화시설,전시/공연,동작구,대방동,서울특별시 동작구 여의대방로54길 18,37.51160872,126.9272264,02-810-5075,,,,,N,,N,N,Y,연령제한없음,,,
,아트홀제이,유아동반문화시설,문화시설,전시/공연,송파구,방이동,서울특별시 송파구 위례성대로 18,37.51645448,127.1143196,,http://arthallj.com/,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,아틀리에서울,유아동반문화시설,문화시설,전시/공연,종로구,관훈동,서울특별시 종로구 인사동길 30,37.57335915,126.9860846,02-730-7837,http://yspgallery.com/,,,,N,,N,N,Y,연령제한없음,,,
,아티스탄홀,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로 132,37.58309546,127.0021033,02-1661-6981,,,,,N,,N,N,N,문의,,,
,안녕인사동,유아동반문화시설,문화시설,전시/공연,종로구,관훈동,서울특별시 종로구 인사동길 49,37.57446687,126.9835522,02-6954-2910,,,연중무휴,,N,,Y,N,Y,연령제한없음,,,
,안똔체홉극장,유아동반문화시설,문화시설,전시/공연,강남구,삼성동,서울특별시 강남구 봉은사로104길 10,37.51371335,127.0619091,02-742-7753,https://antonchekhov.modoo.at/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,안중근의사기념관,유아동반문화시설,문화시설,전시/공연,중구,회현동,서울특별시 중구 소월로 91,37.55346849,126.9804043,02-3789-1016,http://www.ahnjunggeun.or.kr/index.html,,"월요일(공휴일인 경우 개관하고 다음 날 휴관), 1월 1일, 명절 당일",,N,,N,N,Y,연령제한없음,,,
,알과핵소극장,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 동숭길 25,37.57990114,127.0035688,02-745-8833,,,,,N,,N,N,Y,연령제한없음,,,
,알부스갤러리,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 한남대로28길 26,37.53819992,127.0059048,0507-1429-8050,http://albusgallery.com/,,월요일,,Y,,N,N,Y,연령제한없음,,,
,암사동선사유적박물관,유아동반문화시설,문화시설,전시/공연,강동구,암사동,서울특별시 강동구 올림픽로 875,37.55985237,127.1308334,02-3425-6520,https://sunsa.gangdong.go.kr/site/main/home,,"월요일(공휴일인 경우 다음의 첫 번째 평일 휴관), 1월 1일",,Y,,Y,N,Y,연령제한없음,,,
,암사어린이극장,유아동반문화시설,문화시설,전시/공연,강동구,암사동,서울특별시 강동구 올림픽로 930,37.56345434,127.1333575,02-481-8808,,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,압구정예홀,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 언주로174길 30,37.5278619,127.0363122,02-541-8367,,,,,N,,N,N,Y,연령제한없음,,,
,애임코리아,유아동반문화시설,문화시설,전시/공연,용산구,한강로동,서울특별시 용산구 서빙고로 69,37.52371135,126.9723515,02-3452-1855,http://www.aim-korea.com/,,,,N,,N,N,Y,연령제한없음,,,
,앤드유,유아동반문화시설,문화시설,전시/공연,중구,무교동,서울특별시 중구 무교로 13,37.56714881,126.9790216,070-7733-7694,,,주말,,N,,N,N,Y,연령제한없음,,,
,양재시민의숲매헌윤봉길의사기념관,유아동반문화시설,문화시설,전시/공연,서초구,양재동,서울특별시 서초구 매헌로 99,37.4730498,127.0369771,02-578-3388,http://www.yunbonggil.or.kr/_memorial_hall/,,"월요일(공휴일인 경우 다음 날 휴관), 1월 1일, 명절",,N,,N,N,Y,연령제한없음,,,
,양천문화원,유아동반문화시설,문화시설,전시/공연,양천구,신정동,서울특별시 양천구 목동남로 106,37.51076244,126.8702069,02-2651-5300,http://www.양천문화원.kr/,,,,Y,,N,N,Y,연령제한없음,,,
,양화진문화원,유아동반문화시설,문화시설,전시/공연,마포구,합정동,,37.54437976,126.9109078,02-332-9171,http://www.yanghwajin.re.kr/,,,,N,,N,N,Y,연령제한없음,,,
,어린이대공원,유아동반문화시설,문화시설,문화관광/명소,광진구,능동,서울특별시 광진구 능동로 216,37.5520117,127.0787724,02-450-9311,,,연중무휴,,N,,Y,Y,Y,연령제한없음,,,
,어린이민속박물관,유아동반문화시설,문화시설,전시/공연,종로구,청운효자동,서울특별시 종로구 사직로 161,37.57590409,126.9768421,02-3704-3014,https://nfm.go.kr/kids/nfmkid/index.do,,"1월 1일, 명절",,N,,Y,Y,Y,연령제한없음,,,
,어쿠스틱홀릭,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 와우산로29길 26,37.55526871,126.9285845,0507-1395-3441,https://cafe.naver.com/acoustickorea/,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,언더스탠드에비뉴,유아동반문화시설,문화시설,전시/공연,성동구,성수1가1동,서울특별시 성동구 왕십리로 63,37.5436228,127.0435859,02-2290-2317,http://www.understandavenue.com/,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,언더스테이지,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 이태원로 246,37.53663557,127.0007021,02-331-6301,https://dive.hyundaicard.com/web/understage/spaceMain.hdc,,월요일,,N,,N,N,Y,공연별 상이,,,
