,주차장코드,주차장명,주소,주차장 종류명,운영구분명,전화번호,주차현황 정보 제공여부명,총 주차면,유무료구분명,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,위도,경도,자치구,has_coords,has_capacity,null_count
572,1495734,언주로147길(구),강남구 논현동 279-22 언북중학교 뒷길,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-11-29 10:59:45,유료,유료,150000.0,1168010800064.0,400.0,5.0,800.0,5.0,30000.0,,,강남구,0,1,3
573,1495738,헌릉로745길(구),강남구 율현동 101-10,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:37:01,유료,유료,120000.0,1168011300001.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
574,1495805,영동대로85길(구),강남구 대치동 1012-111,노상 주차장,시간제 주차장,1544-3113,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:37:52,유료,유료,150000.0,1168010600058.0,400.0,5.0,,,,,,강남구,0,1,5
575,1495832,헌릉로745길(구),강남구 율현동 101-10,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:37:11,유료,유료,120000.0,1168011300001.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
576,1495836,헌릉로745길(구),강남구 율현동 101-10,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:37:13,유료,유료,120000.0,1168011300001.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
577,1495861,헌릉로745길(구),강남구 율현동 113-5,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:37:17,유료,유료,120000.0,1168011300001.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
578,1495907,언주로171길(구),강남구 신사동 668-11,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:41:51,유료,유료,150000.0,1168010700034.0,400.0,5.0,800.0,5.0,30000.0,,,강남구,0,1,3
579,1495933,헌릉로745길(구),강남구 율현동 101-10,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:37:23,유료,유료,120000.0,1168011300001.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
580,1495951,언주로171길(구),강남구 신사동 668-11,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:41:55,유료,유료,150000.0,1168010700034.0,400.0,5.0,800.0,5.0,30000.0,,,강남구,0,1,3
581,1496045,영동대로106길(구),강남구 삼성동 172-21,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:33:42,유료,유료,120000.0,1168010500055.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
582,1496048,영동대로106길(구),강남구 삼성동 172-21,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:33:43,유료,유료,120000.0,1168010500055.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
583,1496159,대치유수지(구),강남구 대치동 78-29,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:41:12,유료,유료,80000.0,1168010600063.0,200.0,5.0,400.0,5.0,16000.0,,,강남구,0,1,3
584,1496216,압구정고가1 공영주차장(시),강남구 신사동 668-0,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,800.0,2100.0,900.0,2100.0,900.0,2100.0,2021-10-07 16:41:33,무료,무료,0.0,1168010700019.0,500.0,5.0,500.0,5.0,0.0,37.52591869,127.0284366,강남구,1,1,1
585,1496233,동호대교(남) 공영주차장(시),강남구 압구정동 435-0,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1900.0,0.0,0.0,2021-10-07 16:36:27,무료,유료,70000.0,1168011000004.0,170.0,5.0,170.0,5.0,0.0,37.53076162,127.02476429,강남구,1,1,1
586,1496313,헌릉로745길(구),강남구 율현동 101-10,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:37:45,유료,유료,120000.0,1168011300001.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
587,1496319,영동대로106길(구),강남구 삼성동 172-21,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:33:46,유료,유료,120000.0,1168010500055.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
588,1496365,대치유수지(구),강남구 대치동 78-29,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:41:23,유료,유료,80000.0,1168010600063.0,200.0,5.0,400.0,5.0,16000.0,,,강남구,0,1,3
589,1496373,압구정고가2 공영주차장(시),강남구 신사동 668-0,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,2000.0,900.0,2100.0,900.0,2100.0,2021-10-07 16:43:41,무료,무료,0.0,1168010700062.0,500.0,5.0,500.0,5.0,0.0,,,강남구,0,1,3
590,1496402,대치유수지(구),강남구 대치동 78-29,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:41:24,유료,유료,80000.0,1168010600063.0,200.0,5.0,400.0,5.0,16000.0,,,강남구,0,1,3
591,1496519,영동대로106길(구),강남구 삼성동 172-21,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:33:48,유료,유료,120000.0,1168010500055.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
592,1496765,대치유수지(구),강남구 대치동 78-29,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-10 20:41:44,유료,유료,80000.0,1168010600063.0,200.0,5.0,400.0,5.0,16000.0,,,강남구,0,1,3
593,1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,노상 주차장,시간제 주차장,02-445-8879,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1900.0,0.0,0.0,2025-07-17 18:10:18,무료,유료,120000.0,1168010300117.0,300.0,5.0,300.0,5.0,0.0,,,강남구,0,1,2
594,1497931,영동대로106길(구),강남구 삼성동 172-21,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-09-20 20:33:58,유료,유료,120000.0,1168010500055.0,300.0,5.0,600.0,5.0,24000.0,,,강남구,0,1,3
595,1499502,대림역2 공영주차장(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 15:24:44,무료,유료,0.0,1153010200069.0,260.0,5.0,260.0,5.0,0.0,,,구로구,0,1,3
596,1499533,제방도로 공영주차장(시),구로구 구로동 69-5,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 16:16:10,무료,유료,0.0,1153010200044.0,120.0,5.0,120.0,5.0,0.0,,,구로구,0,1,3
597,1499574,제방도로 공영주차장(시),구로구 구로동 69-5,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 16:16:10,무료,유료,0.0,1153010200044.0,120.0,5.0,120.0,5.0,0.0,,,구로구,0,1,3
598,1499707,대림역2 공영주차장(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2023-10-12 10:56:32,무료,유료,0.0,1153010200069.0,260.0,5.0,260.0,5.0,0.0,37.49365308,126.8944617,구로구,1,1,1
599,1499735,제방도로 공영주차장(시),구로구 구로동 69-5,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 16:16:10,무료,유료,0.0,1153010200044.0,120.0,5.0,120.0,5.0,0.0,,,구로구,0,1,3
600,1499736,제방도로 공영주차장(시),구로구 구로동 69-5,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 16:16:10,무료,유료,0.0,1153010200044.0,120.0,5.0,120.0,5.0,0.0,,,구로구,0,1,3
601,1499767,대림역2 공영주차장(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2023-10-12 10:56:32,무료,유료,0.0,1153010200069.0,260.0,5.0,260.0,5.0,0.0,,,구로구,0,1,3
602,1499776,대림역2 공영주차장(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 15:24:44,무료,유료,0.0,1153010200069.0,260.0,5.0,260.0,5.0,0.0,,,구로구,0,1,3
603,1499912,대림역2 공영주차장(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2021-10-07 15:24:44,무료,유료,0.0,1153010200069.0,260.0,5.0,260.0,5.0,0.0,,,구로구,0,1,3
604,1503177,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:47:56,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
605,1503181,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:47:58,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
606,1503213,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:48:06,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
607,1503325,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:48:25,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
608,1503334,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:48:29,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
609,1503430,등촌3동 구암길(구),강서구 등촌동 695-0,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:48:57,무료,유료,120000.0,1150010200051.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
610,1503473,화곡6동 방죽길(구),강서구 화곡동 1112-1,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:49:05,무료,유료,0.0,1150010300070.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
611,1503518,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:49:19,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
612,1503526,화곡4동 배다리동길(구),강서구 화곡동 842-11,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:49:22,무료,유료,120000.0,1150010300275.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,2
613,1503530,화곡2동 배다리동길(구),강서구 화곡동 881-14,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:49:24,무료,유료,120000.0,1150010300296.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,2
614,1503537,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:49:26,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
615,1503674,화곡1동 달구지길(구),강서구 화곡동 361-1,노상 주차장,시간제 + 거주자 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:49:54,무료,무료,120000.0,1150010300264.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
616,1503774,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:50:21,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
617,1503882,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:41:34,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
618,1503922,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:41:51,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
619,1503956,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:42:01,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
620,1503981,화곡1동 배다리서길(구),강서구 화곡동 949-7,노상 주차장,시간제 주차장,02-2065-1575,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2024-09-11 18:26:58,무료,유료,120000.0,1150010300003.0,200.0,5.0,,,,,,강서구,0,1,5
621,1504029,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:42:30,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
622,1504033,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:42:32,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
623,1504058,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:42:40,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
624,1504059,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:42:41,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
625,1504125,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:09,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
626,1504131,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:12,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
627,1504132,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:12,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
628,1504134,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:13,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
629,1504137,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:14,무료,유료,120000.0,1150010300317.0,200.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
630,1504157,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:23,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
631,1504215,등촌3동 꿈나무길(구),강서구 등촌동 701-0,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:43:55,무료,유료,120000.0,1150010200007.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
632,1504374,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:45:31,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
633,1504402,방신시장 고객주차장(구),강서구 방화동 858-0,노상 주차장,시간제 주차장,02-2666-4080,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1900.0,0.0,0.0,2019-06-10 10:45:49,무료,유료,60000.0,1150010900068.0,250.0,5.0,0.0,0.0,0.0,,,강서구,0,1,2
634,1504483,가양3동 황금내공원길(구),강서구 가양동 1485-0,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:46:24,무료,유료,50000.0,1150010400021.0,100.0,5.0,100.0,5.0,5000.0,,,강서구,0,1,2
635,1504492,꿈나무길 노상공영주차장(구),강서구 등촌동 709-16,노상 주차장,시간제 주차장,02-2065-1575,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2024-09-11 17:56:23,무료,유료,120000.0,1150010200002.0,250.0,5.0,,,,,,강서구,0,1,5
636,1504503,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:44:26,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
637,1504564,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:44:49,무료,유료,120000.0,1150010300297.0,200.0,5.0,200.0,5.0,10000.0,,,강서구,0,1,3
638,1504580,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:44:55,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
639,1504622,망원 유료 주차장(구),마포구 망원동 394-79,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-06-10 10:46:47,유료,유료,100000.0,1144012300001.0,150.0,5.0,150.0,5.0,0.0,,,마포구,0,1,3
640,1504664,용강동 노상 공영주차장(구),마포구 용강동 122-15,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,1200.0,2200.0,1200.0,1800.0,0.0,0.0,2019-06-10 10:46:59,무료,유료,0.0,1144010500001.0,250.0,5.0,250.0,5.0,0.0,,,마포구,0,1,3
641,1504671,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:47:03,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
642,1504672,신학대길 노상공영주차장(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2065-1575,120~2일이내 연계데이터 존재(통신점검중),1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2024-09-11 17:59:04,무료,유료,120000.0,1150010300002.0,250.0,5.0,,,,,,강서구,0,1,5
643,1504727,동교동 노상 공영주차장(구),마포구 서교동 332-1,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,1200.0,2300.0,1200.0,2300.0,1200.0,2300.0,2019-06-10 10:47:22,무료,무료,160000.0,1144012000005.0,400.0,5.0,400.0,5.0,0.0,,,마포구,0,1,3
644,1504809,방화로 공영주차장(시),강서구 공항동 796-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1800.0,0.0,0.0,0.0,0.0,2023-10-12 15:50:54,유료,유료,0.0,1150010800001.0,120.0,5.0,120.0,5.0,0.0,37.55290261,126.81629941,강서구,1,1,1
645,1504944,망원 유료 주차장(구),마포구 망원동 394-79,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1900.0,0.0,0.0,0.0,0.0,2019-06-10 10:33:33,유료,유료,100000.0,1144012300001.0,150.0,5.0,150.0,5.0,0.0,,,마포구,0,1,3
646,1505005,방화로 공영주차장(시),강서구 공항동 796-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1800.0,0.0,0.0,0.0,0.0,2023-10-12 15:50:54,유료,유료,0.0,1150010800001.0,120.0,5.0,120.0,5.0,0.0,,,강서구,0,1,3
647,1505011,방화로 공영주차장(시),강서구 공항동 796-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1800.0,0.0,0.0,0.0,0.0,2023-10-12 15:50:54,유료,유료,0.0,1150010800001.0,120.0,5.0,120.0,5.0,0.0,,,강서구,0,1,3
648,1505050,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:34:48,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
649,1505051,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,미연계중,1.0,유료,야간 미개방,900.0,1900.0,900.0,1500.0,0.0,0.0,2019-06-10 10:34:48,무료,유료,120000.0,1150010300083.0,250.0,5.0,250.0,5.0,10000.0,,,강서구,0,1,2
650,1505123,경남 공영주차장(구),마포구 서교동 376-5,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,1100.0,2100.0,1100.0,2100.0,0.0,0.0,2019-06-10 10:35:18,무료,유료,150000.0,1144012000002.0,250.0,5.0,250.0,5.0,0.0,,,마포구,0,1,3
651,1505205,방화로 공영주차장(시),강서구 공항동 796-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1800.0,0.0,0.0,0.0,0.0,2023-10-12 15:50:54,유료,유료,0.0,1150010800001.0,120.0,5.0,120.0,5.0,0.0,,,강서구,0,1,3
652,1505209,방화로 공영주차장(시),강서구 공항동 796-0,노상 주차장,시간제 주차장,,미연계중,1.0,유료,야간 미개방,900.0,1800.0,0.0,0.0,0.0,0.0,2023-10-12 15:50:54,유료,유료,0.0,1150010800001.0,120.0,5.0,120.0,5.0,0.0,,,강서구,0,1,3
